IMEI;Служебное описание;Тип соединения;Адрес;Статус;Сервер;Адрес сервера;Прошивка;Плата;Интерфейс;SIM-карта;Тел. номер;Тел. номер 2;  Последний выход на связь  ;Тип устройства;Рассылка;Уровень сигнала
353437063797077;Тамбов, ул. Карла Маркса, д.130  ТП-462 РУ 0,4 кВ Ввод 1;IP;172.16.1.3:35251;1;+;192.168.3.1:4999;212.8;02.0;485;1;79259099541;;Fri Dec 18 03:01:45 MSK 2020;ATM2;;19
356495043938804;Москва, пер-к Леонтьевский, д.14, стр.1 Ввод1;IP;172.16.1.3:35253;1;+;192.168.2.44:4999;212.8;02.0;485;1;79250975460;;Fri Dec 18 10:00:42 MSK 2020;ATM2;;21
356495043922048;Москва, ул. Коломенская, д.23, к.2 Ввод1;IP;172.16.1.3:35254;1;+;192.168.0.67:4999;212.8;02.0;485;1;79258030735;;Fri Dec 18 02:16:41 MSK 2020;ATM2;;31
356495043947904;Москва, б-р Славянский, д.15/1 Ввод1;IP;172.16.1.3:35255;1;+;192.168.0.239:4999;212.8;02.0;485;1;79258024675;;Fri Dec 18 01:49:41 MSK 2020;ATM2;;6
356495043938564;Москва, ул. Героев Панфиловцев, д.43 Ввод1;IP;172.16.1.3:35256;1;+;192.168.2.21:4999;212.8;02.0;485;1;79250975427;;Fri Dec 18 01:55:42 MSK 2020;ATM2;;21
353437063680950;Ульяновск, ул. Энгельса, д.15, ТП-1123, Ввод 1;IP;172.16.1.3:35257;1;+;192.168.0.119:4999;212.8;02.0;485;1;79259100675;;Fri Dec 18 00:34:43 MSK 2020;ATM2;;26
356495043917774;Москва, пр-т Новоясеневский, д.16, к.1;IP;172.16.1.3:35258;1;+;192.168.0.101:4999;212.8;02.0;485;1;79258030807;;Fri Dec 18 00:27:43 MSK 2020;ATM2;;9
356495046244705;Омск, ул. Красный путь, д.111  ВРУ 1-13-20 Ввод 2;IP;172.16.1.3:35259;1;+;192.168.3.88:4999;212.8;02.0;485;1;7925110115;;Fri Dec 18 02:53:39 MSK 2020;ATM2;;16
353437063680216;Самара, ул. Нововокзальная, д.130  Ввод 3;IP;172.16.1.3:35260;1;+;192.168.3.58:4999;212.8;02.0;485;1;79259098338;;Fri Dec 18 05:10:42 MSK 2020;ATM2;;14
356495043913500;Москва, ул. Череповецкая, д.20 Ввод1;IP;172.16.1.3:35261;1;+;192.168.1.134:4999;212.8;02.0;485;1;79258027687;;Fri Dec 18 02:35:41 MSK 2020;ATM2;;23
356495043887076;Москва, ш. Пятницкое, д.43, к.2 Ввод1;IP;172.16.1.3:35262;1;+;192.168.2.4:4999;212.8;02.0;485;1;79250988514;;Thu Dec 17 23:47:51 MSK 2020;ATM2;;13
356495046262525;Ростов-на-Дону, ул. Евдокимова, д.37 Ввод 1;IP;172.16.1.3:35263;1;+;192.168.2.17:4999;212.8;02.0;485;1;79259100364;;Fri Dec 18 07:06:42 MSK 2020;ATM2;;24
353437063769753;Москва, ш. Измайловское, д.24, к.1, стр.4 Ввод1;IP;172.16.1.3:35320;1;+;192.168.1.115:4999;212.8;02.0;485;1;79258024700;;Fri Dec 18 01:56:55 MSK 2020;ATM2;;15
356495043915083;Москва, ш. Открытое, д.25, к.1;IP;172.16.1.3:35265;1;+;192.168.0.46:4999;212.8;02.0;485;1;79258030961;;Fri Dec 18 09:52:41 MSK 2020;ATM2;;11
356495043942608;Москва, пр-т Волгоградский, д.32, к.45 ГРЩ1 Ввод1;IP;172.16.1.3:35266;1;+;192.168.1.173:4999;212.8;02.0;485;1;79250975294;;Fri Dec 18 03:39:44 MSK 2020;ATM2;;23
356495043926171;Москва, ул. Краснопрудная, д.11 Ввод1;IP;172.16.1.3:35268;1;+;192.168.1.205:4999;212.8;02.0;485;1;79250975338;;Fri Dec 18 05:01:43 MSK 2020;ATM2;;15
356495043915273;Москва, ул. Беговая, д.17 Ввод1;IP;172.16.1.3:35269;1;+;192.168.1.168:4999;212.8;02.0;485;1;79250975289;;Fri Dec 18 03:49:45 MSK 2020;ATM2;;11
353437063781675;Москва, пр-д 2-й Южнопортовый, д.12А ЦСКО Яч.6;IP;172.16.1.3:35270;1;+;192.168.0.244:4999;212.8;02.0;485;1;79258024692;;Fri Dec 18 02:35:53 MSK 2020;ATM2;;17
356495043915349;Москва, ул. Народного Ополчения, д.20, к.1 Ввод1;IP;172.16.1.3:35271;1;+;192.168.1.176:4999;212.8;02.0;485;1;79250975298;;Fri Dec 18 06:42:43 MSK 2020;ATM2;;21
356495043938325;Санкт-Петербург, пр-т Невский, д.99/101 Ввод 2(резерв);IP;172.16.1.3:35272;1;+;192.168.3.52:4999;212.8;02.0;485;1;79259098339;;Fri Dec 18 06:44:39 MSK 2020;ATM2;;21
356495043914623;Москва, б-р Яна Райниса, д.1, к.1 Ввод1;IP;172.16.1.3:35289;1;+;192.168.1.153:4999;212.8;02.0;485;1;79250975301;;Fri Dec 18 02:31:43 MSK 2020;ATM2;;16
356495043915489;Москва, ул. Николоямская, д.31 Ввод1;IP;172.16.1.3:35298;1;+;192.168.1.188:4999;212.8;02.0;485;1;79250975311;;Fri Dec 18 05:34:43 MSK 2020;ATM2;;13
356495043918566;Москва, ул. Бажова, д.24, к.2 Ввод1;IP;172.16.1.3:35302;1;+;192.168.1.144:4999;212.8;02.0;485;1;79250957590;;Thu Dec 17 23:54:46 MSK 2020;ATM2;;9
353437063713926;Пермь, ш. Космонавтов, д.349 ВРУ-2 Ввод 1;IP;172.16.1.3:35274;1;+;192.168.3.27:4999;212.8;02.0;485;2;79259099213;;Fri Dec 18 06:42:40 MSK 2020;ATM2;;14
356495043947078;Москва, пр-д 3-й Перова поля, д.3А Ввод-1;IP;172.16.1.3:35275;1;+;192.168.1.118:4999;212.8;02.0;485;1;79258024709;;Fri Dec 18 03:13:45 MSK 2020;ATM2;;17
353437063784117;Ставрополь, пр-т Кулакова, д.7 ТП-808 яч. 3 Ввод 1;IP;172.16.1.3:35276;1;+;192.168.2.224:4999;212.8;02.0;485;1;79259100121;;Fri Dec 18 02:11:49 MSK 2020;ATM2;;24
353437063763079;Москва, пр-т Ленинский, д.34/1;IP;172.16.1.3:35277;1;+;192.168.1.171:4999;212.8;02.0;485;1;79250975292;;Fri Dec 18 02:09:44 MSK 2020;ATM2;;11
353437063791468;Пермь, ул. Сибирская, д.48/1 ВРУ-1 Ввод1;IP;172.16.1.3:35278;1;+;192.168.3.28:4999;212.8;02.0;485;2;79259099174;;Fri Dec 18 03:38:41 MSK 2020;ATM2;;22
353437069604061;Калуга, ул. Кирова, д.21А Ввод1 Маяк;IP;172.16.1.3:35279;1;+;192.168.2.230:4999;212.8;02.0;485;1;79259099810;;Fri Dec 18 06:25:42 MSK 2020;ATM2;;14
356495046244713;Новосибирск, мкр-н Горский, д.66 ВРУ 1 ВП1;IP;172.16.1.3:35281;1;+;192.168.3.48:4999;212.8;02.0;485;1;79259098748;;Fri Dec 18 02:43:39 MSK 2020;ATM2;;28
353437063717182;Воронеж, ул. Минская, д.2б ТП1;IP;172.16.1.3:35282;1;+;192.168.2.242:4999;212.8;02.0;485;1;79259099685;;Fri Dec 18 02:59:41 MSK 2020;ATM2;;21
356495043918772;Москва, ул. Горбунова, д.2 Ввод1;IP;172.16.1.3:35283;1;+;192.168.2.15:4999;212.8;02.0;485;1;79250975420;;Thu Dec 17 23:49:46 MSK 2020;ATM2;;10
356495043974536;Москва, ул. Бакунинская, д.44/48, к.3, стр.1 Ввод1;IP;172.16.1.3:35284;1;+;192.168.1.199:4999;212.8;02.0;485;1;79250975328;;Fri Dec 18 06:14:57 MSK 2020;ATM2;;5
353437063769837;Каменск-Шахтинский, ул. Карла Маркса, д.9 Ввод 1;IP;172.16.1.3:35285;1;+;192.168.3.90:4999;212.8;02.0;485;1;79259110094;;Fri Dec 18 02:59:43 MSK 2020;ATM2;;23
358606051054791;Владивосток, ул. Фонтанная, д.18, КТПН-422, 2 с.ш. 0,4 кВ, Гр.4;IP;172.16.1.3:35286;1;+;192.168.3.75:4999;212.8;02.янв;485;2;79259097816;;Fri Dec 18 02:46:41 MSK 2020;ATM2;;18
356495043926841;Москва, ш. Коровинское, д.5, к.1 Ввод1;IP;172.16.1.3:35287;1;+;192.168.2.87:4999;212.8;02.0;485;1;79250988565;;Fri Dec 18 10:24:57 MSK 2020;ATM2;;14
353437063731027;Ставрополь, ул. Ленина, д.361 ТП 11, РУ-0,4 кВ, 2 с.ш. 0,4 кВ, яч. Р-33;IP;172.16.1.3:35288;1;+;192.168.2.226:4999;212.8;02.0;485;1;79259099833;;Fri Dec 18 02:08:45 MSK 2020;ATM2;;21
356495043971151;Москва, ш. Дмитровское, д.65, к1 Ввод1;IP;172.16.1.3:35290;1;+;192.168.1.232:4999;212.8;02.0;485;1;79250975374;;Fri Dec 18 06:07:58 MSK 2020;ATM2;;7
353437063791302;Пенза, ул. Суворова, д.81 Ввод 1;IP;172.16.1.3:35291;1;+;192.168.3.112:4999;212.8;02.0;485;1;79296203726;;Fri Dec 18 00:56:42 MSK 2020;ATM2;;26
356495043890773;Москва, ул. Айвазовского, д.1А Ввод1;IP;172.16.1.3:35292;1;+;192.168.0.246:4999;212.8;02.0;485;1;79258024693;;Thu Dec 17 22:40:45 MSK 2020;ATM2;;8
353437063783374;Мурманск, ул. Ленина, д.37 ВРУ-0,4 кВ, Панель 1, Ввод 1;IP;172.16.1.3:35293;1;+;192.168.3.117:4999;212.8;02.0;485;1;nan;;Fri Dec 18 06:46:40 MSK 2020;ATM2;;19
353437063759473;Омск, ул. Красный путь, д.111  ВРУ-ИБП 0,4 кВ, Ввод;IP;172.16.1.3:35294;1;+;192.168.3.123:4999;212.8;02.0;485;1;79296203218;;Fri Dec 18 08:41:40 MSK 2020;ATM2;;20
356495043971987;Москва, ул. Сретенка, д.14 Ввод1;IP;172.16.1.3:35296;1;+;192.168.1.226:4999;212.8;02.0;485;1;79250975366;;Fri Dec 18 05:39:42 MSK 2020;ATM2;;22
356495043970005;Москва, ул. Академика Миллионщикова, д.19 Ввод1;IP;172.16.1.3:35297;1;+;192.168.0.150:4999;212.8;02.0;485;1;79258030588;;Fri Dec 18 02:20:42 MSK 2020;ATM2;;6
356495043927351;Москва, пр-т Ленинский, д.32 Ввод1;IP;172.16.1.3:35299;1;+;192.168.2.90:4999;212.8;02.0;485;1;79250988568;;Fri Dec 18 07:15:44 MSK 2020;ATM2;;9
353437063731324;Балаково, ул. Трнавская, д.14 Ввод 1;IP;172.16.1.3:35300;1;+;192.168.3.111:4999;212.8;02.0;485;1;79296203683;;Fri Dec 18 05:37:41 MSK 2020;ATM2;;22
356495043940248;Москва, б-р Сиреневый, д.12, к.1 Ввод2;IP;172.16.1.3:35301;1;+;192.168.0.19:4999;212.8;02.0;485;1;79258030913;;Fri Dec 18 05:22:52 MSK 2020;ATM2;;7
356495043926403;Москва, ул. Стромынка, д.19, к.1;IP;172.16.1.3:35304;1;+;192.168.1.77:4999;212.8;02.0;485;1;79258030499;;Fri Dec 18 09:31:42 MSK 2020;ATM2;;15
356495043886714;Санкт-Петербург, пр-т Лесной, д.19  ВРУ Ввод 1;IP;172.16.1.3:35305;1;+;192.168.3.55:4999;212.8;02.0;485;1;79259098385;;Fri Dec 18 06:42:44 MSK 2020;ATM2;;26
356495043942673;Москва, пр-т Мира, д.45;IP;172.16.1.3:35306;1;+;192.168.1.223:4999;212.8;02.0;485;1;79250975362;;Fri Dec 18 01:54:43 MSK 2020;ATM2;;13
356495043917626;Москва, ул. Сходненская, д.9 Ввод1;IP;172.16.1.3:35307;1;+;192.168.1.117:4999;212.8;02.0;485;1;79258024704;;Fri Dec 18 06:55:42 MSK 2020;ATM2;;12
356495043914870;Москва, пос. Птичное, ул. Центральная, д.100;IP;172.16.1.3:35308;1;+;192.168.2.2:4999;212.8;02.0;485;1;79250988512;;Fri Dec 18 07:39:45 MSK 2020;ATM2;;24
356495043926999;Москва, ул. Россошанская, д.7, к.1Б;IP;172.16.1.3:35309;1;+;192.168.1.26:4999;212.8;02.0;485;1;79258024482;;Fri Dec 18 07:23:54 MSK 2020;ATM2;;5
358606051076596;Омск, ул. Звездова, д.101а ТП-404 яч. 16 Ввод 2;IP;172.16.1.3:35310;1;+;192.168.3.77:4999;212.8;02.янв;485;1;79259097793;;Thu Dec 17 23:10:40 MSK 2020;ATM2;;18
356495043947946;Москва, пр-д Луговой, д.12, к.1 Ввод1;IP;172.16.1.3:35311;1;+;192.168.1.89:4999;212.8;02.0;485;1;79258030525;;Fri Dec 18 04:40:44 MSK 2020;ATM2;;13
353437063733288;Пермь, б-р Гагарина, д.65а Ввод 1;IP;172.16.1.3:35312;1;+;192.168.3.29:4999;212.8;02.0;485;2;79259099172;;Thu Dec 17 23:18:41 MSK 2020;ATM2;;20
356495043940180;Москва, ул. Никулинская, д.25 Ввод1;IP;172.16.1.3:35313;1;+;192.168.0.129:4999;212.8;02.0;485;1;79258030856;;Fri Dec 18 06:55:42 MSK 2020;ATM2;;18
356495043940289;Москва, пр-т Ленинский, д.52 Ввод1;IP;172.16.1.3:35314;1;+;192.168.2.85:4999;212.8;02.0;485;1;;;Fri Dec 18 09:17:40 MSK 2020;ATM2;;11
356495043974700;Москва, ул. Липецкая, д.2, стр.2 Ввод1;IP;172.16.1.3:35315;1;+;192.168.1.137:4999;212.8;02.0;485;1;79258027690;;Fri Dec 18 06:55:41 MSK 2020;ATM2;;19
356495043938507;Москва, ул. Шолохова, д.10, к.1 Ввод1;IP;172.16.1.3:35316;1;+;192.168.1.141:4999;212.8;02.0;485;1;79258027694;;Fri Dec 18 00:15:42 MSK 2020;ATM2;;7
356495043414293;Москва, ул. Садовая-Кудринская, д.25 Ввод1;IP;172.16.1.3:35317;1;+;192.168.2.120:4999;212.8;02.0;485;1;79250988606;;Fri Dec 18 00:35:44 MSK 2020;ATM2;;14
356495043446022;Санкт-Петербург, пр-т Ветеранов, д.114 Секция 1;IP;172.16.1.3:35318;1;+;192.168.3.50:4999;212.8;02.0;485;1;79259098670;;Thu Dec 17 23:59:42 MSK 2020;ATM2;;14
353437063794041;Новосибирск, мкр-н Горский, д.66 ВРУ 1-11-11 Ввод 2;IP;172.16.1.3:35321;1;+;192.168.2.244:4999;212.8;02.0;485;1;79259099675;;Fri Dec 18 01:56:40 MSK 2020;ATM2;;23
353437063735549;Ульяновск, ул. Энгельса, д.15, ТП-1123, Ввод 2;IP;172.16.1.3:35322;1;+;192.168.0.128:4999;212.8;02.0;485;1;79259100648;;Fri Dec 18 03:11:39 MSK 2020;ATM2;;16
353437063731316;Набережные Челны, пр-т Раиса Беляева, д.18 ВРУ-3 от ТП-9-1 р.9, р.22;IP;172.16.1.3:35324;1;+;192.168.3.19:4999;212.8;02.0;485;2;79259099342;;Fri Dec 18 07:02:19 MSK 2020;ATM2;;14
356495043942384;Москва, ул. Фабрициуса, д.18, к.2 Ввод1;IP;172.16.1.3:35325;1;+;192.168.2.29:4999;212.8;02.0;485;1;79250975437;;Fri Dec 18 00:35:42 MSK 2020;ATM2;;22
356495043918335;Москва, ул. Таллинская, д.26 Ввод1;IP;172.16.1.3:35327;1;+;192.168.1.229:4999;212.8;02.0;485;1;79258027688;;Thu Dec 17 22:53:01 MSK 2020;ATM2;;5
356495043915638;Москва, ул. Каховка, д.23а АВР1;IP;172.16.1.3:35509;1;+;192.168.1.133:4999;212.8;02.0;485;1;79258027685;;Fri Dec 18 03:39:45 MSK 2020;ATM2;;16
356495043915257;Москва, ш. Ярославское, д.28 Ввод1;IP;172.16.1.3:35328;1;+;192.168.1.215:4999;212.8;02.0;485;1;79250975349;;Fri Dec 18 00:35:44 MSK 2020;ATM2;;11
353437063733999;Самара, ул. Ново-Садовая, д.305  ТП835;IP;172.16.1.3:35329;1;+;192.168.2.249:4999;212.8;02.0;485;1;79259099596;;Fri Dec 18 08:08:42 MSK 2020;ATM2;;31
353437063723479;Самара, ш. Московское, д.15 ВРУ1 Ф.18;IP;172.16.1.3:35351;1;+;192.168.3.98:4999;212.8;02.0;485;1;79296203326;;Thu Dec 17 23:44:41 MSK 2020;ATM2;;9
353437063760513;Екатеринбург, ул. Горького, д.67 Секция 1;IP;172.16.1.3:35331;1;+;192.168.3.21:4999;212.8;02.0;485;2;79259099336;;Fri Dec 18 09:00:43 MSK 2020;ATM2;;25
356495043938994;Москва, б-р Жулебинский, д.28  Ввод1;IP;172.16.1.3:35332;1;+;192.168.2.95:4999;212.8;02.0;485;1;79250988574;;Fri Dec 18 04:49:41 MSK 2020;ATM2;;9
358606051082909;Барнаул, пр-т Комсомольский, д.106 ТП-1241, РУ-0,4 кВ, Ввод 1 ЩСН;IP;172.16.1.3:35333;1;+;192.168.0.180:4999;212.8;02.янв;485;1;nan;;Fri Dec 18 03:18:40 MSK 2020;ATM2;;25
353437063797861;Нижний Новгород, ул. Керченская, д.18 ВРУ-ГП 0,4 кВ, ф.2QF5;IP;172.16.1.3:35334;1;+;192.168.3.128:4999;212.8;02.0;485;1;79296203071;;Fri Dec 18 08:32:46 MSK 2020;ATM2;;18
353437063790882;Ставрополь, ул. Ленина, д.361 ТП 21, РУ-0,4 кВ, 1 с.ш. 0,4 кВ, яч. Р-5;IP;172.16.1.3:35335;1;+;192.168.2.225:4999;212.8;02.0;485;1;79259099852;;Fri Dec 18 05:03:47 MSK 2020;ATM2;;31
356495043939539;Москва, пр-т Кутузовский, д.27/1 Ввод1;IP;172.16.1.3:35337;1;+;192.168.0.223:4999;212.8;02.0;485;1;79258024610;;Thu Dec 17 23:54:42 MSK 2020;ATM2;;10
353437063781568;Ульяновск, ул. Гончарова, д.40, ТП-1731, Ввод 1;IP;172.16.1.3:35339;1;+;192.168.0.116:4999;212.8;02.0;485;1;79259100688;;Fri Dec 18 00:35:42 MSK 2020;ATM2;;26
356495043938259;Москва, ул. Бутырская, д.2, к.18 Ввод1;IP;172.16.1.3:35340;1;+;192.168.1.252:4999;212.8;02.0;485;1;79250975403;;Fri Dec 18 05:38:42 MSK 2020;ATM2;;18
353437063767930;Самара, ш. Московское, д.15 Котельная2 Ф.11;IP;172.16.1.3:35341;1;+;192.168.3.100:4999;212.8;02.0;485;1;7926203329;;Fri Dec 18 08:56:43 MSK 2020;ATM2;;23
353437069604046;Одинцово, ул. Молодежная, д.25 Ввод1;IP;172.16.1.3:35342;1;+;192.168.2.228:4999;212.8;02.0;485;1;79259090000;;Fri Dec 18 00:47:41 MSK 2020;ATM2;;27
358678060033173;Иваново, ул. Текстильщиков, д.10/16 Ввод 1;IP;172.16.1.3:35343;1;+;192.168.3.92:4999;212.8;02.0;485;1;79259099023;;Fri Dec 18 02:16:43 MSK 2020;ATM2;;23
353437063681578;Курск, ул. Ленина, д.67а Ввод 1;IP;172.16.1.3:35344;1;+;192.168.3.45:4999;212.8;02.0;485;1;79259098770;;Fri Dec 18 03:52:44 MSK 2020;ATM2;;10
353437063792656;Самара, ул. Гагарина, д.19 Ввод 2;IP;172.16.1.3:35345;1;+;192.168.3.106:4999;212.8;02.0;485;1;79296203456;;Fri Dec 18 05:12:42 MSK 2020;ATM2;;14
353437063680158;Пермь, ул. Куйбышева, д.66/1 ВРУ-1 Ввод 1;IP;172.16.1.3:35346;1;+;192.168.3.25:4999;212.8;02.0;485;2;79259099272;;Fri Dec 18 10:18:41 MSK 2020;ATM2;;22
358606051099614;Волжский, ул. Мира, д.71, ТП-267, РУ 0,4 кВ Ввод 1 Ф.1;IP;172.16.1.3:35348;1;+;192.168.3.125:4999;212.8;02.янв;485;1;79296203243;;Fri Dec 18 02:48:44 MSK 2020;ATM2;;28
358678060031342;Усолье-Сибирское, ул. Орджоникидзе, д.31 ВРУ-0,4 кВ ВУ-1;IP;172.16.1.3:35349;1;+;192.168.2.150:4999;212.8;02.0;485;1;79259100284;;Fri Dec 18 04:37:41 MSK 2020;ATM2;;23
356495043920307;Москва, ул. Академика Бакулева, д.2;IP;172.16.1.3:35350;1;+;192.168.1.180:4999;212.8;02.0;485;1;79250975302;;Fri Dec 18 09:52:38 MSK 2020;ATM2;;8
353437063791138;Пермь, ул. Куйбышева, д.66/1, БКТП-6510, РУ-0,4 кВ, ф. ВРУ-4 Ввод-2;IP;172.16.1.3:35352;1;+;192.168.3.24:4999;212.8;02.0;485;2;79259099275;;Fri Dec 18 07:14:41 MSK 2020;ATM2;;29
356495043938275;Москва, ул. Башиловская, д.11 Ввод1;IP;172.16.1.3:35353;1;+;192.168.1.221:4999;212.8;02.0;485;1;79250975360;;Thu Dec 17 23:40:40 MSK 2020;ATM2;;15
353437063731290;Иркутск, ул. Нижняя Набережная, д.10, ТП-3441, Ввод 1;IP;172.16.1.3:35354;1;+;192.168.2.232:4999;212.8;02.0;485;1;79259099761;;Thu Dec 17 23:51:42 MSK 2020;ATM2;;13
356495043886334;Ангарск, мкр-н 7-й, д.25 ВРУ-1 0,4 кВ;IP;172.16.1.3:35355;1;+;192.168.2.216:4999;212.8;02.0;485;1;79259100227;;Fri Dec 18 06:33:42 MSK 2020;ATM2;;25
356495043942988;Москва, ул. Наметкина, д.11;IP;172.16.1.3:35357;1;+;192.168.2.65:4999;212.8;02.0;485;1;79250988538;;Fri Dec 18 04:04:44 MSK 2020;ATM2;;19
353437063782558;Кузнецк, ул. Стекловская, д.89 Ввод 1;IP;172.16.1.3:35359;1;+;192.168.3.113:4999;212.8;02.0;485;1;;;Fri Dec 18 02:59:50 MSK 2020;ATM2;;19
356495043938762;Москва, ш. Алтуфьевское, д.64 Ввод 2;IP;172.16.1.3:35361;1;+;192.168.1.246:4999;212.8;02.0;485;1;79250975396;;Fri Dec 18 03:00:42 MSK 2020;ATM2;;21
358606051133066;Нижний Новгород, ул. Академика Сахарова, д.2, ГРЩ-0,4 корп.1, Ввод от МЩ-1;IP;172.16.1.3:35362;1;+;192.168.3.130:4999;212.8;02.янв;485;1;79296203107;;Fri Dec 18 00:34:42 MSK 2020;ATM2;;22
353437063731373;Пермь, ул. Сибирская, д.48/1 ВРУ-2 Ввод1;IP;172.16.1.3:35363;1;+;192.168.3.35:4999;212.8;02.0;485;2;79259098947;;Fri Dec 18 01:13:42 MSK 2020;ATM2;;26
356495043918236;Москва, ул. Б. Академическая, д.15, к.1 Ввод1;IP;172.16.1.3:35364;1;+;192.168.2.129:4999;212.8;02.0;485;1;79250988618;;Fri Dec 18 01:56:43 MSK 2020;ATM2;;21
353437069604202;Королев, ул. Космонавтов, д.6а Ввод1;IP;172.16.1.3:35365;1;+;192.168.2.219:4999;212.8;02.0;485;1;79259100181;;Fri Dec 18 09:43:42 MSK 2020;ATM2;;19
353437069563788;Красноярск, ул. Телевизорная, д.1 с 15  ТП-3 Ввод 1;IP;172.16.1.3:35367;1;+;192.168.2.66:4999;212.8;02.0;485;1;79259100319;;Fri Dec 18 02:33:38 MSK 2020;ATM2;;31
356495043393521;Москва, ул. Варшавское  ш., д.10 Ввод1;IP;172.16.1.3:35368;1;+;192.168.2.25:4999;212.8;02.0;485;1;79250975431;;Fri Dec 18 09:50:44 MSK 2020;ATM2;;20
353437063767922;Тольятти, ул. Юбилейная, д.55 Ф. 8 ВРУ-1;IP;172.16.1.3:35369;1;+;192.168.3.61:4999;212.8;02.0;485;1;7925098146;;Fri Dec 18 10:15:54 MSK 2020;ATM2;;5
356495043926932;Москва, ул. Чертановская, д.1В Ввод2;IP;172.16.1.3:35370;1;+;192.168.2.113:4999;212.8;02.0;485;1;79250988598;;Fri Dec 18 01:55:43 MSK 2020;ATM2;;16
353437067626611;Москва, б-р Чонгарский, д.5, к.1 Ввод1;IP;172.16.1.3:35371;1;+;192.168.0.107:4999;212.8;02.0;485;1;79259099534;;Fri Dec 18 10:34:44 MSK 2020;ATM2;;19
356495043886102;Москва, б-р Славянский, д.3 Ввод1;IP;172.16.1.3:35372;1;+;192.168.0.238:4999;212.8;02.0;485;1;79258024673;;Fri Dec 18 04:16:45 MSK 2020;ATM2;;12
353437069908173;"Нижний Новгород, ул. Октябрьская, 35 АО ""ИКС"" Ввод 1(резерв)";IP;172.16.1.3:35373;1;+;192.168.1.177:4999;212.8;02.0;485;1;79259100462;;Fri Dec 18 01:49:42 MSK 2020;ATM2;;31
358606051076430;Омск, ул. Звездова, д.101а РП-709 яч. 17 Ввод 1;IP;172.16.1.3:35374;1;+;192.168.3.72:4999;212.8;02.янв;485;1;79259097936;;Fri Dec 18 01:10:40 MSK 2020;ATM2;;23
356495043942392;Москва, ул. Б. Якиманка, д.22, к.3;IP;172.16.1.3:35376;1;+;192.168.0.43:4999;212.8;02.0;485;1;79258030958;;Thu Dec 17 13:47:38 MSK 2020;ATM2;;19
353437063781659;Нижний Новгород, ул. Октябрьская, д.35 ДО 7/0600 ПАО Сбербанк, ввод 1;IP;172.16.1.3:35379;1;+;192.168.1.181:4999;212.8;02.0;485;1;79259100461;;Fri Dec 18 05:11:44 MSK 2020;ATM2;;25
356495043392465;Москва, ул. Планерная, д.12, к.1 Ввод1;IP;172.16.1.3:35380;1;+;192.168.1.179:4999;212.8;02.0;485;1;79250988519;;Fri Dec 18 01:52:45 MSK 2020;ATM2;;10
358606051076836;Хабаровск, ул. Гамарника 12 ПС Городская, ЗРУ-6 кВ, яч. 74(резерв);IP;172.16.1.3:35381;1;+;192.168.3.16:4999;212.8;02.янв;485;2;79259099387;;Fri Dec 18 09:21:53 MSK 2020;ATM2;;13
356495043974320;Москва, пр-д Соймоновский, д.5 Ввод-1;IP;172.16.1.3:35382;1;+;192.168.2.54:4999;212.8;02.0;485;1;79250988525;;Fri Dec 18 10:12:53 MSK 2020;ATM2;;6
356495043886466;Москва, ул. Люблинская, д.175;IP;172.16.1.3:35384;1;+;192.168.1.88:4999;212.8;02.0;485;1;79258030523;;Thu Dec 17 23:10:45 MSK 2020;ATM2;;18
356495043885047;Москва, ул. Б. Дмитровка, д.21/7, стр.1 Ввод1;IP;172.16.1.3:35385;1;+;192.168.1.240:4999;212.8;02.0;485;1;79250975389;;Thu Dec 17 23:54:44 MSK 2020;ATM2;;13
353437063798752;Нижний Новгород, ул. Академика Сахарова, д.2  ТП-4903, панель 1.1;IP;172.16.1.3:35386;1;+;192.168.0.229:4999;212.8;02.0;485;1;79259100592;;Fri Dec 18 02:50:42 MSK 2020;ATM2;;19
356495043970930;Москва, пр-к Газетный, д.17/9, стр.2 Ввод1;IP;172.16.1.3:35387;1;+;192.168.1.239:4999;212.8;02.0;485;1;79250975388;;Fri Dec 18 08:01:04 MSK 2020;ATM2;;19
358606051134783;Нижний Новгород, ул. Академика Сахарова, д.2, Ввод от ЩКПП;IP;172.16.1.3:35388;1;+;192.168.3.132:4999;212.8;02.янв;485;1;79296203150;;Fri Dec 18 01:49:42 MSK 2020;ATM2;;18
353437063716499;"Ростов-на-Дону, пер. Братский, д.41 ТП-730, РУ-0,4 к, Л-12-А;Б";IP;172.16.1.3:35389;1;+;192.168.2.235:4999;212.8;02.0;485;1;79259099749;;Thu Dec 17 23:01:43 MSK 2020;ATM2;;19
356495043967381;Москва, ул. Болотниковская, д.21/1 Ввод-1;IP;172.16.1.3:35390;1;+;192.168.0.165:4999;212.8;02.0;485;1;79258030624;;Fri Dec 18 01:56:45 MSK 2020;ATM2;;31
353437069577416;"Воронеж, ул. Беговая, д.209 ТП ООО ""БРГ Инвест"" яч.5";IP;172.16.1.3:35391;1;+;192.168.3.6:4999;212.8;02.0;485;1;79259099515;;Fri Dec 18 06:42:44 MSK 2020;ATM2;;17
356495043970237;Москва, ул. Лесная, д.4, стр.1 Ввод1;IP;172.16.1.3:35392;1;+;192.168.1.175:4999;212.8;02.0;485;1;79250975297;;Fri Dec 18 04:08:45 MSK 2020;ATM2;;10
